Latitude,Longitude,crime_density_norm
41.644589713,-87.6762704373494,0.4994331654896855
41.644589713,-87.67460295318072,0.49960494522744786
41.644589713,-87.67293546901205,0.49973787710478906
41.644589713,-87.67126798484337,0.4998319592257781
41.644589713,-87.66960050067469,0.49988719023817757
41.644589713,-87.66793301650603,0.4999035693394505
41.644589713,-87.66626553233735,0.4998810962702468
41.644589713,-87.66459804816867,0.49981977131988414
41.644589713,-87.66293056399999,0.4997195953246008
41.644589713,-87.66126307983133,0.49958056966277736
41.644589713,-87.65959559566265,0.4994026962644334
41.644589713,-87.65792811149397,0.49918597760341715
41.644589713,-87.6562606273253,0.49893041669734506
41.644589713,-87.65459314315662,0.49863601711456756
41.644589713,-87.65292565898795,0.4983027829687928
41.644589713,-87.65125817481928,0.4979307189174493
41.644589713,-87.6495906906506,0.49751983016488455
41.644589713,-87.64792320648192,0.49707012246035476
41.644589713,-87.64625572231326,0.4965816021009243
41.644589713,-87.64458823814458,0.4960542759294051
41.644589713,-87.6429207539759,0.4954881513318098
41.644589713,-87.64125326980722,0.4948832362363031
41.644589713,-87.63958578563854,0.49423953912331064
41.644589713,-87.63791830146988,0.4935570690142616
41.644589713,-87.6362508173012,0.49283583547516613
41.644589713,-87.63458333313253,0.4920758486164295
41.644589713,-87.63291584896385,0.4912771190899343
41.644589713,-87.63124836479518,0.49043965810094353
41.644589713,-87.6295808806265,0.48956347738621353
41.644589713,-87.62791339645783,0.4886485892309601
41.644589713,-87.62624591228915,0.4876950064664573
41.644589713,-87.62457842812049,0.4867027424646375
41.644589713,-87.62291094395181,0.4856718111349994
41.644589713,-87.62124345978313,0.48460222693650556
41.644589713,-87.61957597561445,0.4834940048664896
41.644589713,-87.61790849144577,0.48234716046294607
41.644589713,-87.61624100727711,0.4811617098074051
41.644589713,-87.61457352310843,0.47993766951911554
41.644589713,-87.61290603893976,0.4786750567577174
41.644589713,-87.61123855477108,0.47737388922871415
41.644589713,-87.60957107060241,0.4760341851679288
41.644589713,-87.60790358643374,0.4746559633581455
41.644589713,-87.60623610226506,0.47323924311492493
41.644589713,-87.60456861809638,0.47178404429449733
41.644589713,-87.6029011339277,0.47029038729146927
41.644589713,-87.60123364975904,0.4687582930377078
41.644589713,-87.59956616559036,0.4671877830009991
41.644589713,-87.59789868142168,0.4655788791851931
41.644589713,-87.596231197253,0.46393160412619855
41.644589713,-87.59456371308434,0.46224598090617885
41.644589713,-87.59289622891566,0.4605220331283834
41.644589713,-87.59122874474699,0.4587597849383208
41.644589713,-87.58956126057831,0.45695926101609846
41.644589713,-87.58789377640963,0.455120486569489
41.644589713,-87.58622629224097,0.45324348733698305
41.644589713,-87.58455880807229,0.45132828960228927
41.644589713,-87.58289132390361,0.4493749201636215
41.644589713,-87.58122383973493,0.4473834063578513
41.644589713,-87.57955635556627,0.44535377605450277
41.644589713,-87.57788887139759,0.4432860576452125
41.644589713,-87.57622138722891,0.4411802800536101
41.644589713,-87.57455390306023,0.4390364727336662
41.644589713,-87.57288641889156,0.43685466566228665
41.644589713,-87.57121893472289,0.4346348893466789
41.644589713,-87.56955145055421,0.4323771748144715
41.644589713,-87.56788396638554,0.4300815536258962
41.644589713,-87.56621648221686,0.42774805786131515
41.644589713,-87.5645489980482,0.42537672011959904
41.644589713,-87.56288151387952,0.42296757353560915
41.644589713,-87.56121402971084,0.4205206517532216
41.644589713,-87.55954654554216,0.41803598894578264
41.644589713,-87.55787906137348,0.41551361980070184
41.644589713,-87.55621157720482,0.4129535795305706
41.644589713,-87.55454409303614,0.4103559038649385
41.644589713,-87.55287660886746,0.4077206290521907
41.644589713,-87.55120912469879,0.405047791856401
41.644589713,-87.54954164053012,0.4023374295570691
41.644589713,-87.54787415636144,0.39958957995226546
41.644589713,-87.54620667219277,0.3968042813538196
41.644589713,-87.54453918802409,0.39398157258285865
41.644589713,-87.54287170385543,0.39112149298324106
41.644589713,-87.54120421968675,0.38822408239761474
41.644589713,-87.53953673551807,0.3852893811930847
41.644589713,-87.53786925134939,0.38231743023575787
41.644589713,-87.53620176718071,0.3793082709046381
41.644589713,-87.53453428301205,0.3762619450904835
41.644589713,-87.53286679884337,0.3731784951859567
41.644589713,-87.5311993146747,0.3700579640930029
41.644589713,-87.52953183050602,0.36690039521622037
41.644589713,-87.52786434633735,0.36370583246945554
41.644589713,-87.52619686216867,0.3604743202637674
41.644589713,-87.524529378,0.35720590351370635
41.64610811273093,-87.939732936,0.00701830542758693
41.64610811273093,-87.93806545183132,0.012954936333319577
41.64610811273093,-87.93639796766264,0.01885949665940178
41.64610811273093,-87.93473048349398,0.024731906727326048
41.64610811273093,-87.9330629993253,0.03057208725644769
41.64610811273093,-87.93139551515662,0.03637995935770222
41.64610811273093,-87.92972803098795,0.04215544453139443
41.64610811273093,-87.92806054681928,0.04789846468934599
41.64610811273093,-87.9263930626506,0.0536089421273466
41.64610811273093,-87.92472557848193,0.05928679955034416
41.64610811273093,-87.92305809431325,0.06493196006540952
41.64610811273093,-87.92139061014457,0.07054434718354624
41.64610811273093,-87.9197231259759,0.07612388482142139
41.64610811273093,-87.91805564180723,0.08167049730094908
41.64610811273093,-87.91638815763855,0.0871841093586666
41.64610811273093,-87.91472067346987,0.09266464613935252
41.64610811273093,-87.91305318930121,0.09811203320189017
41.64610811273093,-87.91138570513253,0.1035261965164697
41.64610811273093,-87.90971822096385,0.1089070624751142
41.64610811273093,-87.90805073679518,0.1142545578847781
41.64610811273093,-87.9063832526265,0.11956860996941432
41.64610811273093,-87.90471576845783,0.12484914638002652
41.64610811273093,-87.90304828428916,0.13009609518692455
41.64610811273093,-87.90138080012048,0.1353093848836611
41.64610811273093,-87.8997133159518,0.14048894439312692
41.64610811273093,-87.89804583178314,0.14563470306680348
41.64610811273093,-87.89637834761446,0.1507465906816985
41.64610811273093,-87.89471086344578,0.15582453744863584
41.64610811273093,-87.8930433792771,0.1608684740077342
41.64610811273093,-87.89137589510844,0.16587833143736944
41.64610811273093,-87.88970841093976,0.1708540412492622
41.64610811273093,-87.88804092677108,0.17579553539333304
41.64610811273093,-87.8863734426024,0.18070274625852228
41.64610811273093,-87.88470595843373,0.18557560667294581
41.64610811273093,-87.88303847426506,0.19041404990930494
41.64610811273093,-87.88137099009639,0.19521800967651776
41.64610811273093,-87.87970350592771,0.19998742013963047
41.64610811273093,-87.87803602175903,0.20472221590218576
41.64610811273093,-87.87636853759037,0.20942233201724064
41.64610811273093,-87.87470105342169,0.21408770398552734
41.64610811273093,-87.87303356925301,0.21871826776591463
41.64610811273093,-87.87136608508433,0.22331395975964455
41.64610811273093,-87.86969860091565,0.22787471683115046
41.64610811273093,-87.86803111674699,0.23240047629254995
41.64610811273093,-87.86636363257831,0.2368911759170607
41.64610811273093,-87.86469614840964,0.24134675393193583
41.64610811273093,-87.86302866424096,0.24576714903445654
41.64610811273093,-87.8613611800723,0.2501523003694022
41.64610811273093,-87.85969369590362,0.25450214754833245
41.64610811273093,-87.85802621173494,0.2588166306516619
41.64610811273093,-87.85635872756626,0.2630956902199883
41.64610811273093,-87.85469124339758,0.2673392672603038
41.64610811273093,-87.85302375922892,0.2715473032517071
41.64610811273093,-87.85135627506024,0.27571974013845185
41.64610811273093,-87.84968879089156,0.27985652033396147
41.64610811273093,-87.84802130672288,0.2839575867274565
41.64610811273093,-87.84635382255422,0.28802288268020165
41.64610811273093,-87.84468633838554,0.2920523520265766
41.64610811273093,-87.84301885421687,0.2960459390805626
41.64610811273093,-87.84135137004819,0.3000035886250277
41.64610811273093,-87.83968388587951,0.3039252459293862
41.64610811273093,-87.83801640171085,0.30781085673915415
41.64610811273093,-87.83634891754217,0.3116603672829973
41.64610811273093,-87.83468143337349,0.3154737242652907
41.64610811273093,-87.83301394920481,0.3192508748814631
41.64610811273093,-87.83134646503615,0.3229917668051563
41.64610811273093,-87.82967898086747,0.32669634820246685
41.64610811273093,-87.82801149669879,0.3303645677214003
41.64610811273093,-87.82634401253011,0.3339963744937297
41.64610811273093,-87.82467652836145,0.3375917181547895
41.64610811273093,-87.82300904419277,0.34115054881497653
41.64610811273093,-87.8213415600241,0.3446728170841876
41.64610811273093,-87.81967407585542,0.34815847406665007
41.64610811273093,-87.81800659168674,0.3516074713533247
41.64610811273093,-87.81633910751808,0.3550197610365153
41.64610811273093,-87.8146716233494,0.3583952957006654
41.64610811273093,-87.81300413918072,0.36173402843207475
41.64610811273093,-87.81133665501204,0.3650359128090442
41.64610811273093,-87.80966917084338,0.368300902915978
41.64610811273093,-87.8080016866747,0.371528953331248
41.64610811273093,-87.80633420250602,0.37472001914072545
41.64610811273093,-87.80466671833734,0.3778740559239866
41.64610811273093,-87.80299923416867,0.3809910197755831
41.64610811273093,-87.80133175,0.384070867286189
41.64610811273093,-87.79966426583132,0.38711355555635163
41.64610811273093,-87.79799678166265,0.39011904219025245
41.64610811273093,-87.79632929749397,0.3930872853009654
41.64610811273093,-87.7946618133253,0.3960182435133152
41.64610811273093,-87.79299432915663,0.39891187595333555
41.64610811273093,-87.79132684498795,0.4017681422645877
41.64610811273093,-87.78965936081927,0.4045870025993944
41.64610811273093,-87.7879918766506,0.40736841762759074
41.64610811273093,-87.78632439248193,0.4101123485208207
41.64610811273093,-87.78465690831325,0.41281875697483267
41.64610811273093,-87.78298942414457,0.4154876051971014
41.64610811273093,-87.7813219399759,0.41811885590810155
41.64610811273093,-87.77965445580723,0.4207124723541685
41.64610811273093,-87.77798697163855,0.423268418286917
41.64610811273093,-87.77631948746988,0.4257866579843537
41.64610811273093,-87.7746520033012,0.4282671562411504
41.64610811273093,-87.77298451913252,0.4307098783767354
41.64610811273093,-87.77131703496386,0.43311479022100385
41.64610811273093,-87.76964955079518,0.43548185813724594
41.64610811273093,-87.7679820666265,0.43781104900856943
41.64610811273093,-87.76631458245782,0.4401023302304007
41.64610811273093,-87.76464709828916,0.4423556697356353
41.64610811273093,-87.76297961412048,0.4445710359767533
41.64610811273093,-87.7613121299518,0.44674839793263044
41.64610811273093,-87.75964464578313,0.4488877251037592
41.64610811273093,-87.75797716161446,0.4509889875265402
41.64610811273093,-87.75630967744578,0.45305215575812374
41.64610811273093,-87.7546421932771,0.45507720088496584
41.64610811273093,-87.75297470910843,0.4570640945244098
41.64610811273093,-87.75130722493975,0.4590128088201425
41.64610811273093,-87.74963974077109,0.46092331645098544
41.64610811273093,-87.74797225660241,0.4627955906251157
41.64610811273093,-87.74630477243373,0.4646296050765325
41.64610811273093,-87.74463728826505,0.46642533408299364
41.64610811273093,-87.74296980409639,0.4681827524424614
41.64610811273093,-87.74130231992771,0.46990183549377296
41.64610811273093,-87.73963483575903,0.4715825591103885
41.64610811273093,-87.73796735159036,0.473224899696234
41.64610811273093,-87.73629986742168,0.4748288341920553
41.64610811273093,-87.73463238325301,0.47639434007596576
41.64610811273093,-87.73296489908434,0.4779213953590102
41.64610811273093,-87.73129741491566,0.47940997858758233
41.64610811273093,-87.72962993074698,0.4808600688534491
41.64610811273093,-87.72796244657832,0.4822716457770858
41.64610811273093,-87.72629496240964,0.4836446895215454
41.64610811273093,-87.72462747824096,0.48497918079034313
41.64610811273093,-87.72295999407228,0.48627510081905845
41.64610811273093,-87.7212925099036,0.48753243138879576
41.64610811273093,-87.71962502573494,0.4887511548205
41.64610811273093,-87.71795754156626,0.48993125396940046
41.64610811273093,-87.71629005739759,0.4910727122394362
41.64610811273093,-87.71462257322891,0.49217551356959466
41.64610811273093,-87.71295508906024,0.493239642445868
41.64610811273093,-87.71128760489157,0.49426508389074203
41.64610811273093,-87.70962012072289,0.49525182347280833
41.64610811273093,-87.70795263655421,0.49619984729760025
41.64610811273093,-87.70628515238553,0.49710914202257594
41.64610811273093,-87.70461766821687,0.4979796948401538
41.64610811273093,-87.70295018404819,0.49881149349093246
41.64610811273093,-87.70128269987951,0.4996045262577431
41.64610811273093,-87.69961521571084,0.5003587819665397
41.64610811273093,-87.69794773154217,0.5010742499890749
41.64610811273093,-87.6962802473735,0.501750920240708
41.64610811273093,-87.69461276320482,0.5023887831832299
41.64610811273093,-87.69294527903614,0.5029878298198794
41.64610811273093,-87.69127779486747,0.503548051703501
41.64610811273093,-87.6896103106988,0.5040694409298565
41.64610811273093,-87.68794282653012,0.50455199014258
41.64610811273093,-87.68627534236144,0.5049956925272249
41.64610811273093,-87.68460785819276,0.5054005418173422
41.64610811273093,-87.6829403740241,0.5057665322909803
41.64610811273093,-87.68127288985542,0.5060936587802151
41.64610811273093,-87.67960540568674,0.5063819166518528
41.64610811273093,-87.67793792151807,0.5066313018271378
41.64610811273093,-87.6762704373494,0.5068418107707703
41.64610811273093,-87.67460295318072,0.5070134404931947
41.64610811273093,-87.67293546901205,0.5071461885545907
41.64610811273093,-87.67126798484337,0.5072400530644374
41.64610811273093,-87.66960050067469,0.5072950326676062
41.64610811273093,-87.66793301650603,0.5073111265689267
41.64610811273093,-87.66626553233735,0.5072883345112686
41.64610811273093,-87.66459804816867,0.5072266567896718
41.64610811273093,-87.66293056399999,0.5071260942425818
41.64610811273093,-87.66126307983133,0.5069866482598795
41.64610811273093,-87.65959559566265,0.5068083207704459
41.64610811273093,-87.65792811149397,0.5065911142563733
41.64610811273093,-87.6562606273253,0.5063350317465148
41.64610811273093,-87.65459314315662,0.5060400768114701
41.64610811273093,-87.65292565898795,0.5057062535724514
41.64610811273093,-87.65125817481928,0.5053335666976868
41.64610811273093,-87.6495906906506,0.5049220213994206
41.64610811273093,-87.64792320648192,0.5044716234367712
41.64610811273093,-87.64625572231326,0.5039823791163016
41.64610811273093,-87.64458823814458,0.503454295286714
41.64610811273093,-87.6429207539759,0.5028873793438812
41.64610811273093,-87.64125326980722,0.502281639237886
41.64610811273093,-87.63958578563854,0.5016370834510394
41.64610811273093,-87.63791830146988,0.5009537210176819
41.64610811273093,-87.6362508173012,0.5002315615173771
41.64610811273093,-87.63458333313253,0.4994706150729453
41.64610811273093,-87.63291584896385,0.49867089235270856
41.64610811273093,-87.63124836479518,0.4978324045688478
41.64610811273093,-87.6295808806265,0.4969551634749424
41.64610811273093,-87.62791339645783,0.4960391813749029
41.64610811273093,-87.62624591228915,0.4950844711106747
41.64610811273093,-87.62457842812049,0.4940910460690353
41.64610811273093,-87.62291094395181,0.49305892018136344
41.64610811273093,-87.62124345978313,0.4919881079150528
41.64610811273093,-87.61957597561445,0.4908786242904367
41.64610811273093,-87.61790849144577,0.4897304848592607
41.64610811273093,-87.61624100727711,0.48854370572211386
41.64610811273093,-87.61457352310843,0.4873183035152005
41.64610811273093,-87.61290603893976,0.48605429542068135
41.64610811273093,-87.61123855477108,0.48475169915784005
41.64610811273093,-87.60957107060241,0.4834105329872785
41.64610811273093,-87.60790358643374,0.48203081570746503
41.64610811273093,-87.60623610226506,0.48061256665711666
41.64610811273093,-87.60456861809638,0.4791558057136917
41.64610811273093,-87.6029011339277,0.477660553291894
41.64610811273093,-87.60123364975904,0.4761268303449866
41.64610811273093,-87.59956616559036,0.47455465836207583
41.64610811273093,-87.59789868142168,0.4729440593721837
41.64610811273093,-87.596231197253,0.4712950559354631
41.64610811273093,-87.59456371308434,0.4696076711522273
41.64610811273093,-87.59289622891566,0.46788192865617445
41.64610811273093,-87.59122874474699,0.46611785261505384
41.64610811273093,-87.58956126057831,0.4643154677316669
41.64610811273093,-87.58789377640963,0.4624747992418521
41.64610811273093,-87.58622629224097,0.4605958729129788
41.64610811273093,-87.58455880807229,0.45867871504400676
41.64610811273093,-87.58289132390361,0.4567233524732945
41.64610811273093,-87.58122383973493,0.4547298125545758
41.64610811273093,-87.57955635556627,0.4526981231908267
41.64610811273093,-87.57788887139759,0.4506283128002496
41.64610811273093,-87.57622138722891,0.4485204103349769
41.64610811273093,-87.57455390306023,0.446374445277691
41.64610811273093,-87.57288641889156,0.44419044763784404
41.64610811273093,-87.57121893472289,0.44196844794556805
41.64610811273093,-87.56955145055421,0.4397084772641356
41.64610811273093,-87.56788396638554,0.4374105671828515
41.64610811273093,-87.56621648221686,0.4350747498141521
41.64610811273093,-87.5645489980482,0.43270105778980217
41.64610811273093,-87.56288151387952,0.43028952427072686
41.64610811273093,-87.56121402971084,0.4278401829403778
41.64610811273093,-87.55954654554216,0.42535306799880307
41.64610811273093,-87.55787906137348,0.4228282141742613
41.64610811273093,-87.55621157720482,0.4202656567066558
41.64610811273093,-87.55454409303614,0.417665431365295
41.64610811273093,-87.55287660886746,0.4150275744255183
41.64610811273093,-87.55120912469879,0.41235212269275257
41.64610811273093,-87.54954164053012,0.40963911348040566
41.64610811273093,-87.54787415636144,0.406888584621732
41.64610811273093,-87.54620667219277,0.404100574466859
41.64610811273093,-87.54453918802409,0.40127512187304165
41.64610811273093,-87.54287170385543,0.3984122662175293
41.64610811273093,-87.54120421968675,0.3955120473857673
41.64610811273093,-87.53953673551807,0.39257450577832664
41.64610811273093,-87.53786925134939,0.38959968230374
41.64610811273093,-87.53620176718071,0.3865876183801089
41.64610811273093,-87.53453428301205,0.3835383559342964
41.64610811273093,-87.53286679884337,0.3804519374008865
41.64610811273093,-87.5311993146747,0.3773284057226872
41.64610811273093,-87.52953183050602,0.374167804345463
41.64610811273093,-87.52786434633735,0.37097017721647146
41.64610811273093,-87.52619686216867,0.3677355688006328
41.64610811273093,-87.524529378,0.36446402404532274
41.64762651246185,-87.939732936,0.013989380351222542
41.64762651246185,-87.93806545183132,0.019930895312879105
41.64762651246185,-87.93639796766264,0.025840311250368092
41.64762651246185,-87.93473048349398,0.03171754842555532
41.64762651246185,-87.9330629993253,0.03756252749425185
41.64762651246185,-87.93139551515662,0.04337516949838274
41.64762651246185,-87.92972803098795,0.049155395884408155
41.64762651246185,-87.92806054681928,0.054903128488682236
41.64762651246185,-87.9263930626506,0.06061828955675302
41.64762651246185,-87.92472557848193,0.06630080172907789
41.64762651246185,-87.92305809431325,0.07195058804821682
41.64762651246185,-87.92139061014457,0.07756757196495062
41.64762651246185,-87.9197231259759,0.08315167733342356
41.64762651246185,-87.91805564180723,0.08870282842032581
41.64762651246185,-87.91638815763855,0.09422094989961075
41.64762651246185,-87.91472067346987,0.099705966852263
41.64762651246185,-87.91305318930121,0.10515780477972349
41.64762651246185,-87.91138570513253,0.1105763895979365
41.64762651246185,-87.90971822096385,0.11596164763532106
41.64762651246185,-87.90805073679518,0.12131350564063768
41.64762651246185,-87.9063832526265,0.12663189078344064
41.64762651246185,-87.90471576845783,0.13191673065353787
41.64762651246185,-87.90304828428916,0.1371679532651378
41.64762651246185,-87.90138080012048,0.14238548705752818
41.64762651246185,-87.8997133159518,0.1475692608933682
41.64762651246185,-87.89804583178314,0.1527192040690223
41.64762651246185,-87.89637834761446,0.15783524630652018
41.64762651246185,-87.89471086344578,0.16291731775853377
41.64762651246185,-87.8930433792771,0.1679653490169766
41.64762651246185,-87.89137589510844,0.17297927109887717
41.64762651246185,-87.88970841093976,0.17795901546795098
41.64762651246185,-87.88804092677108,0.18290451401450963
41.64762651246185,-87.8863734426024,0.1878156990769246
41.64762651246185,-87.88470595843373,0.19269250342921487
41.64762651246185,-87.88303847426506,0.1975348602895214
41.64762651246185,-87.88137099009639,0.20234270332120752
41.64762651246185,-87.87970350592771,0.20711596663074078
41.64762651246185,-87.87803602175903,0.21185458477299898
41.64762651246185,-87.87636853759037,0.2165584927483955
41.64762651246185,-87.87470105342169,0.22122762601058196
41.64762651246185,-87.87303356925301,0.2258619204609031
41.64762651246185,-87.87136608508433,0.23046131246045373
41.64762651246185,-87.86969860091565,0.23502573881459207
41.64762651246185,-87.86803111674699,0.23955513679340731
41.64762651246185,-87.86636363257831,0.24404944411697937
41.64762651246185,-87.86469614840964,0.24850859897017016
41.64762651246185,-87.86302866424096,0.25293253999286547
41.64762651246185,-87.8613611800723,0.2573212062873642
41.64762651246185,-87.85969369590362,0.26167453742127084
41.64762651246185,-87.85802621173494,0.2659924734241075
41.64762651246185,-87.85635872756626,0.27027495478734087
41.64762651246185,-87.85469124339758,0.27452192248272306
41.64762651246185,-87.85302375922892,0.27873331793201833
41.64762651246185,-87.85135627506024,0.2829090830396059
41.64762651246185,-87.84968879089156,0.2870491601742393
41.64762651246185,-87.84802130672288,0.29115349218004033
41.64762651246185,-87.84635382255422,0.295222022375569
41.64762651246185,-87.84468633838554,0.2992546945521871
